,Mcg,Gvh,Alm,Mit,Erl,Pox,Vac,Nuc,Class
1126,0.28,0.48,0.36,0.16,0.5,0.0,0.53,0.22,negative
1127,0.58,0.44,0.45,0.32,0.5,0.0,0.52,0.37,negative
1128,0.52,0.65,0.36,0.26,0.5,0.0,0.44,0.22,negative
1129,0.48,0.58,0.47,0.17,0.5,0.0,0.53,0.74,negative
1130,0.42,0.71,0.45,0.15,0.5,0.0,0.48,0.22,negative
1131,0.38,0.37,0.36,0.14,0.5,0.0,0.54,0.22,negative
1132,0.4,0.4,0.44,0.37,0.5,0.0,0.53,0.25,negative
1133,0.38,0.56,0.38,0.16,0.5,0.0,0.53,0.22,negative
1134,0.8,0.79,0.43,0.25,0.5,0.0,0.52,0.22,negative
1135,0.63,0.65,0.42,0.18,0.5,0.0,0.54,0.27,negative
1136,0.47,0.4,0.63,0.19,0.5,0.0,0.52,0.32,negative
1137,0.83,0.94,0.32,0.21,0.5,0.0,0.51,0.22,positive
1138,0.61,0.76,0.3,0.16,0.5,0.0,0.45,0.41,negative
1139,0.33,0.38,0.47,0.14,0.5,0.0,0.51,0.47,negative
1140,0.38,0.67,0.33,0.17,0.5,0.0,0.51,0.22,negative
1141,0.39,0.33,0.33,0.23,0.5,0.0,0.47,0.22,negative
1142,0.5,0.63,0.45,0.13,0.5,0.0,0.45,0.32,negative
1143,0.2,0.6,0.5,0.29,0.5,0.0,0.51,0.22,negative
1144,0.92,0.66,0.52,0.23,0.5,0.0,0.53,0.22,positive
1145,0.49,0.56,0.37,0.2,0.5,0.0,0.53,0.22,negative
1146,0.86,0.78,0.34,0.15,0.5,0.0,0.53,0.22,negative
1147,0.8,0.73,0.47,0.19,0.5,0.0,0.49,0.22,positive
1148,0.49,0.55,0.35,0.23,0.5,0.0,0.57,0.22,negative
1149,0.63,0.71,0.44,0.53,0.5,0.0,0.52,0.22,negative
1150,0.6,0.68,0.3,0.27,0.5,0.0,0.55,0.22,negative
1151,0.4,0.43,0.49,0.17,0.5,0.0,0.51,0.36,negative
1152,0.82,0.63,0.47,0.18,0.5,0.0,0.5,0.22,negative
1153,0.77,0.68,0.35,0.19,0.5,0.0,0.53,0.43,positive
1154,0.51,0.59,0.46,0.13,0.5,0.0,0.48,0.22,negative
1155,0.52,0.46,0.34,0.2,0.5,0.0,0.51,0.25,negative
1156,0.47,0.5,0.6,0.63,0.5,0.0,0.38,0.16,negative
1157,0.34,0.24,0.51,0.15,0.5,0.0,0.54,0.4,negative
1158,0.35,0.29,0.46,0.14,0.5,0.0,0.54,0.66,negative
1159,0.58,0.67,0.49,0.16,0.5,0.0,0.47,0.28,negative
1160,0.41,0.25,0.59,0.44,0.5,0.0,0.6,0.69,negative
1161,0.3,0.37,0.4,0.45,0.5,0.0,0.48,0.41,negative
1162,0.57,0.59,0.49,0.86,0.5,0.0,0.47,0.22,negative
1163,0.77,0.74,0.37,0.29,0.5,0.0,0.45,0.22,positive
1164,0.47,0.38,0.58,0.19,0.5,0.0,0.57,0.22,negative
1165,0.5,0.61,0.44,0.2,0.5,0.0,0.49,0.22,negative
1166,0.41,0.45,0.46,0.23,0.5,0.0,0.5,0.7,negative
1167,0.74,0.75,0.45,0.44,0.5,0.0,0.52,0.22,negative
1168,0.52,0.53,0.58,0.69,0.5,0.0,0.5,0.22,negative
1169,0.41,0.47,0.5,0.14,0.5,0.0,0.53,0.37,negative
1170,0.25,0.4,0.52,0.15,0.5,0.0,0.56,0.28,negative
1171,0.58,0.56,0.38,0.39,0.5,0.0,0.54,0.57,negative
1172,0.32,0.29,0.29,0.08,0.5,0.0,0.52,0.22,negative
1173,0.38,0.48,0.57,0.3,0.5,0.0,0.41,0.11,negative
1174,0.39,0.58,0.47,0.18,0.5,0.0,0.48,0.22,negative
1175,0.38,0.47,0.47,0.18,0.5,0.0,0.44,0.26,negative
1176,0.63,0.57,0.5,0.48,0.5,0.0,0.51,0.22,negative
1177,0.51,0.45,0.62,0.25,0.5,0.0,0.59,0.22,negative
1178,0.59,0.67,0.54,0.19,0.5,0.0,0.48,0.6,negative
1179,0.6,0.61,0.54,0.11,0.5,0.0,0.46,0.22,negative
1180,0.48,0.61,0.57,0.17,0.5,0.0,0.45,0.22,negative
1181,0.71,0.5,0.5,0.18,0.5,0.0,0.46,0.22,negative
1182,0.61,0.48,0.54,0.25,0.5,0.0,0.5,0.22,negative
1183,0.38,0.4,0.66,0.35,0.5,0.0,0.43,0.11,negative
1184,0.47,0.43,0.61,0.4,0.5,0.0,0.48,0.47,negative
1185,0.67,0.57,0.36,0.19,0.5,0.0,0.56,0.22,negative
1186,0.43,0.4,0.6,0.16,0.5,0.0,0.53,0.39,negative
1187,0.65,0.54,0.54,0.13,0.5,0.0,0.53,0.22,negative
0,0.64,0.62,0.49,0.15,0.5,0.0,0.53,0.22,negative
1,0.46,0.44,0.52,0.11,0.5,0.0,0.5,0.22,negative
2,0.5,0.34,0.55,0.21,0.5,0.0,0.49,0.22,negative
3,0.72,0.61,0.45,0.3,0.5,0.0,0.54,0.25,negative
4,0.79,0.57,0.41,0.28,0.5,0.0,0.59,0.22,negative
5,0.41,0.54,0.39,0.2,0.5,0.0,0.51,0.22,negative
6,0.74,0.75,0.58,0.47,0.5,0.0,0.4,0.35,negative
7,0.41,0.53,0.45,0.14,0.5,0.0,0.52,0.66,negative
8,0.64,0.56,0.56,0.22,0.5,0.0,0.45,0.22,negative
9,0.53,0.44,0.51,0.33,0.5,0.0,0.55,0.22,negative
10,0.43,0.35,0.52,0.52,0.5,0.0,0.54,0.22,negative
11,0.48,0.43,0.51,0.32,0.5,0.0,0.52,0.43,negative
12,0.58,0.51,0.49,0.27,0.5,0.0,0.57,0.29,negative
13,0.43,0.57,0.51,0.49,0.5,0.0,0.48,0.22,negative
14,0.42,0.47,0.52,0.41,0.5,0.0,0.53,0.32,negative
15,0.36,0.46,0.62,0.46,0.5,0.0,0.51,0.33,negative
16,0.46,0.38,0.47,0.22,0.5,0.0,0.52,0.27,negative
17,0.3,0.32,0.57,0.19,0.5,0.0,0.48,0.55,negative
18,0.45,0.51,0.5,0.16,0.5,0.0,0.52,1.0,negative
19,0.45,0.45,0.5,0.6,0.5,0.0,0.49,0.22,negative
20,0.47,0.41,0.66,0.26,0.5,0.0,0.53,0.22,negative
21,0.54,0.55,0.34,0.31,0.5,0.0,0.54,0.22,negative
22,0.46,0.71,0.48,0.53,0.5,0.0,0.53,0.22,negative
23,0.62,0.51,0.52,0.42,0.5,0.0,0.54,0.27,negative
24,0.39,0.47,0.56,0.16,0.5,0.0,0.47,0.22,negative
25,0.64,0.6,0.57,0.19,0.5,0.0,0.43,0.22,negative
26,0.28,0.37,0.61,0.09,0.5,0.0,0.52,0.55,negative
27,0.59,0.48,0.5,0.14,0.5,0.0,0.45,0.25,negative
28,0.39,0.55,0.48,0.31,0.5,0.0,0.54,0.29,negative
29,0.4,0.42,0.71,0.21,0.5,0.0,0.54,0.32,negative
30,0.26,0.44,0.3,0.11,0.5,0.0,0.51,0.47,negative
31,0.38,0.68,0.44,0.45,0.5,0.0,0.53,0.22,negative
32,0.44,0.38,0.48,0.32,0.5,0.83,0.53,0.22,negative
33,0.39,0.4,0.53,0.67,0.5,0.0,0.47,0.22,negative
34,0.48,0.64,0.61,0.23,0.5,0.0,0.6,0.22,negative
35,0.32,0.57,0.5,0.15,0.5,0.0,0.53,0.22,negative
36,0.52,0.51,0.51,0.54,0.5,0.0,0.55,0.27,negative
37,0.46,0.43,0.38,0.33,0.5,0.0,0.48,0.28,negative
38,0.52,0.77,0.38,0.34,0.5,0.0,0.51,0.22,negative
39,0.5,0.41,0.44,0.5,0.5,0.0,0.42,0.22,negative
40,0.67,0.68,0.46,0.29,0.5,0.0,0.46,0.22,negative
41,0.47,0.46,0.59,0.49,0.5,0.0,0.56,0.22,negative
42,0.78,0.74,0.58,0.25,1.0,0.0,0.53,0.22,negative
43,0.56,0.52,0.48,0.17,0.5,0.0,0.46,0.22,negative
44,0.41,0.45,0.53,0.17,0.5,0.0,0.51,0.25,negative
45,0.46,0.54,0.71,0.15,0.5,0.0,0.59,0.22,negative
46,0.2,0.26,0.52,0.14,0.5,0.0,0.53,0.44,negative
47,0.51,0.53,0.55,0.14,0.5,0.0,0.51,0.22,negative
48,0.56,0.43,0.54,0.16,0.5,0.0,0.5,0.22,negative
49,0.51,0.55,0.35,0.16,0.5,0.0,0.51,0.47,negative
50,0.56,0.52,0.55,0.19,0.5,0.0,0.54,0.22,negative
51,0.78,0.7,0.32,0.23,0.5,0.0,0.53,0.22,positive
52,0.29,0.43,0.4,0.15,0.5,0.0,0.53,0.22,negative
53,0.71,0.56,0.39,0.27,0.5,0.0,0.52,0.22,negative
54,0.58,0.6,0.43,0.12,0.5,0.0,0.55,0.22,negative
55,0.57,0.59,0.44,0.16,0.5,0.0,0.52,0.22,negative
56,0.57,0.61,0.45,0.26,0.5,0.0,0.5,0.22,negative
57,0.71,0.59,0.53,0.15,0.5,0.0,0.49,0.33,negative
58,0.46,0.35,0.33,0.17,0.5,0.0,0.55,0.22,negative
59,0.54,0.55,0.42,0.22,0.5,0.0,0.48,0.22,negative
60,0.46,0.48,0.44,0.21,0.5,0.0,0.55,0.22,negative
61,0.47,0.47,0.58,0.16,0.5,0.0,0.49,0.28,negative
62,0.37,0.43,0.62,0.27,0.5,0.0,0.48,0.22,negative
63,0.55,0.66,0.57,0.32,0.5,0.0,0.57,0.34,negative
64,0.56,0.59,0.53,0.16,0.5,0.0,0.24,0.42,negative
65,0.5,0.5,0.48,0.17,0.5,0.0,0.47,0.26,negative
66,0.6,0.6,0.49,0.3,0.5,0.0,0.53,0.22,negative
67,0.7,0.69,0.43,0.33,0.5,0.0,0.58,0.22,positive
68,0.32,0.38,0.52,0.2,0.5,0.0,0.52,0.28,negative
69,0.45,0.56,0.49,0.17,0.5,0.0,0.52,0.22,negative
70,0.44,0.51,0.48,0.38,0.5,0.0,0.52,0.22,negative
71,0.4,0.48,0.5,0.17,0.5,0.0,0.54,0.5,negative
72,0.58,0.45,0.48,0.24,0.5,0.0,0.52,0.37,negative
73,0.56,0.57,0.63,0.39,1.0,0.0,0.59,0.4,negative
74,0.43,0.42,0.54,0.22,0.5,0.0,0.57,0.33,negative
75,0.57,0.59,0.5,0.58,0.5,0.0,0.53,0.22,negative
76,0.48,0.34,0.47,0.14,0.5,0.0,0.47,0.26,negative
77,0.44,0.42,0.62,0.14,0.5,0.0,0.55,0.37,negative
78,0.48,0.46,0.38,0.29,0.5,0.0,0.53,0.22,negative
79,0.51,0.48,0.58,0.22,0.5,0.0,0.5,0.28,negative
80,0.66,0.62,0.52,0.17,0.5,0.0,0.49,0.22,negative
81,0.37,0.62,0.34,0.25,0.5,0.0,0.51,0.22,negative
82,0.38,0.46,0.52,0.75,0.5,0.0,0.5,0.26,negative
83,0.34,0.34,0.61,0.18,0.5,0.0,0.52,0.32,negative
84,0.34,0.4,0.3,0.23,0.5,0.0,0.51,0.22,negative
85,0.43,0.44,0.3,0.18,0.5,0.0,0.51,0.22,negative
86,0.45,0.57,0.3,0.17,0.5,0.0,0.51,0.22,negative
87,0.42,0.44,0.33,0.17,0.5,0.0,0.54,0.27,negative
88,0.45,0.59,0.53,0.74,0.5,0.0,0.47,0.25,negative
89,0.49,0.41,0.32,0.21,0.5,0.0,0.5,0.32,negative
90,0.35,0.53,0.35,0.33,0.5,0.0,0.5,0.32,negative
91,0.42,0.32,0.61,0.13,0.5,0.0,0.14,0.27,negative
92,0.46,0.41,0.5,0.44,0.5,0.0,0.53,0.22,negative
93,0.59,0.53,0.47,0.26,0.5,0.0,0.53,0.31,negative
94,0.67,0.63,0.34,0.41,0.5,0.0,0.6,0.33,positive
95,0.89,0.77,0.36,0.34,0.5,0.0,0.44,0.22,negative
96,0.43,0.52,0.53,0.52,1.0,0.0,0.49,0.22,negative
97,0.86,0.92,0.5,0.37,1.0,0.0,0.53,0.32,negative
98,0.43,0.45,0.54,0.14,0.5,0.0,0.5,0.31,negative
99,0.58,0.76,0.4,0.37,0.5,0.0,0.54,0.3,negative
100,0.52,0.62,0.54,0.19,0.5,0.0,0.5,0.22,negative
101,0.46,0.4,0.38,0.18,0.5,0.0,0.49,0.22,negative
102,0.53,0.44,0.47,0.22,0.5,0.0,0.53,0.22,negative
103,0.48,0.48,0.5,0.47,0.5,0.0,0.55,0.22,negative
104,0.62,0.64,0.56,0.2,0.5,0.0,0.48,0.33,negative
105,0.46,0.32,0.58,0.17,0.5,0.0,0.61,0.25,negative
106,0.5,0.62,0.54,0.66,0.5,0.0,0.49,0.22,negative
107,0.47,0.54,0.54,0.48,0.5,0.0,0.53,0.26,negative
108,0.5,0.49,0.52,0.2,0.5,0.0,0.43,0.52,negative
109,0.58,0.49,0.5,0.41,0.5,0.0,0.57,0.22,negative
110,0.49,0.48,0.46,0.63,0.5,0.0,0.52,0.22,negative
111,0.47,0.6,0.35,0.21,0.5,0.0,0.52,0.22,negative
112,0.55,0.65,0.5,0.28,0.5,0.0,0.55,0.22,negative
113,0.5,0.49,0.59,0.47,0.5,0.0,0.49,0.36,negative
114,0.42,0.5,0.53,0.22,0.5,0.83,0.5,0.22,negative
115,0.74,0.56,0.35,0.36,0.5,0.0,0.51,0.25,negative
116,0.89,0.52,0.41,0.26,0.5,0.0,0.52,0.31,negative
117,0.6,0.62,0.54,0.4,0.5,0.0,0.5,0.22,negative
118,0.36,0.4,0.53,0.48,0.5,0.0,0.48,0.22,negative
119,0.57,0.4,0.62,0.3,0.5,0.0,0.48,0.11,negative
120,0.45,0.43,0.63,0.4,0.5,0.0,0.59,0.11,negative
121,0.44,0.44,0.67,0.35,0.5,0.0,0.48,0.26,negative
122,0.55,0.5,0.6,0.31,0.5,0.0,0.46,0.27,negative
123,0.65,0.53,0.55,0.52,0.5,0.0,0.47,0.27,negative
124,0.58,0.53,0.5,0.53,0.5,0.0,0.47,0.31,negative
125,0.51,0.56,0.51,0.42,0.5,0.0,0.53,0.36,negative
126,0.32,0.45,0.44,0.2,0.5,0.0,0.55,0.33,negative
127,0.49,0.46,0.42,0.46,0.5,0.0,0.55,0.22,negative
128,0.51,0.48,0.51,0.43,0.5,0.0,0.49,0.22,negative
129,0.57,0.4,0.48,0.24,0.5,0.0,0.55,0.22,negative
130,0.46,0.46,0.56,0.12,0.5,0.0,0.55,0.22,negative
131,0.41,0.59,0.46,0.19,0.5,0.0,0.36,0.22,negative
132,0.49,0.6,0.55,0.17,0.5,0.0,0.44,0.22,negative
133,0.36,0.39,0.55,0.26,0.5,0.0,0.49,0.22,negative
134,0.5,0.36,0.53,0.41,0.5,0.0,0.55,0.36,negative
135,0.78,0.63,0.53,0.13,0.5,0.0,0.54,0.22,negative
136,0.47,0.5,0.55,0.19,0.5,0.0,0.62,0.22,negative
137,0.49,0.44,0.51,0.18,0.5,0.0,0.52,0.27,negative
138,0.87,0.47,0.6,0.47,0.5,0.0,0.59,0.22,negative
139,0.75,0.67,0.51,0.29,0.5,0.0,0.52,0.36,negative
140,0.64,0.76,0.51,0.18,0.5,0.0,0.46,0.22,negative
141,0.75,0.66,0.64,0.39,0.5,0.0,0.46,0.32,negative
142,0.39,0.28,0.54,0.14,0.5,0.0,0.59,0.22,negative
143,0.56,0.48,0.5,0.3,0.5,0.0,0.51,0.22,negative
144,0.55,0.59,0.52,0.1,0.5,0.0,0.53,0.22,negative
145,0.61,0.46,0.44,0.47,0.5,0.0,0.5,0.37,negative
146,0.28,0.46,0.26,0.18,0.5,0.0,0.39,0.22,negative
147,0.45,0.53,0.47,0.43,0.5,0.0,0.5,0.27,negative
148,0.56,0.68,0.52,0.39,0.5,0.0,0.36,0.22,negative
149,0.26,0.28,0.6,0.2,0.5,0.0,0.54,0.31,negative
150,0.59,0.45,0.58,0.21,0.5,0.0,0.49,0.22,negative
151,0.59,0.58,0.47,0.61,0.5,0.0,0.44,0.3,negative
152,0.5,0.57,0.62,0.25,0.5,0.0,0.51,0.22,negative
153,0.38,0.45,0.37,0.19,0.5,0.0,0.52,0.3,negative
154,0.74,0.71,0.52,0.3,0.5,0.0,0.27,0.22,negative
155,0.27,0.56,0.3,0.14,0.5,0.0,0.52,0.39,negative
156,0.95,0.71,0.27,0.39,0.5,0.0,0.31,0.22,negative
157,0.49,0.48,0.52,0.2,0.5,0.0,0.55,0.22,negative
158,0.41,0.53,0.41,0.15,0.5,0.0,0.54,0.25,negative
159,0.45,0.47,0.53,0.15,0.5,0.0,0.52,0.27,negative
160,0.51,0.48,0.46,0.29,0.5,0.0,0.54,0.22,negative
161,0.46,0.62,0.54,0.25,0.5,0.0,0.46,0.22,negative
162,0.53,0.59,0.48,0.14,0.5,0.0,0.51,0.22,negative
163,0.52,0.46,0.56,0.2,0.5,0.0,0.5,0.22,negative
164,0.56,0.48,0.5,0.17,0.5,0.0,0.51,0.26,negative
165,0.62,0.41,0.52,0.17,0.5,0.0,0.48,0.22,negative
166,0.48,0.56,0.49,0.32,0.5,0.0,0.5,0.22,negative
167,0.59,0.46,0.48,0.46,0.5,0.0,0.49,0.22,negative
168,0.51,0.46,0.4,0.65,0.5,0.0,0.49,0.22,negative
169,0.53,0.45,0.53,0.18,0.5,0.0,0.42,0.22,negative
170,0.46,0.43,0.5,0.24,0.5,0.0,0.48,0.31,negative
171,0.43,0.46,0.5,0.21,0.5,0.0,0.49,0.34,negative
172,0.5,0.62,0.52,0.3,0.5,0.0,0.56,0.22,negative
173,0.64,0.53,0.59,0.14,0.5,0.0,0.53,0.22,negative
174,0.24,0.41,0.47,0.16,0.5,0.0,0.51,0.38,negative
175,0.52,0.5,0.51,0.2,0.5,0.0,0.51,0.22,negative
176,0.33,0.28,0.52,0.15,0.5,0.0,0.51,0.86,negative
177,0.43,0.41,0.51,0.34,0.5,0.0,0.49,0.28,negative
178,0.54,0.53,0.53,0.17,0.5,0.0,0.51,0.39,negative
179,0.53,0.46,0.54,0.37,0.5,0.0,0.51,0.3,negative
180,0.41,0.41,0.43,0.61,0.5,0.0,0.53,0.22,negative
181,0.32,0.49,0.53,0.28,0.5,0.0,0.5,0.5,negative
182,0.42,0.21,0.59,0.3,0.5,0.0,0.47,0.27,negative
183,0.35,0.4,0.44,0.25,0.5,0.0,0.53,0.57,negative
184,0.55,0.38,0.64,0.42,0.5,0.0,0.47,0.22,negative
185,0.45,0.52,0.5,0.12,0.5,0.0,0.6,0.22,negative
186,0.54,0.55,0.56,0.14,0.5,0.0,0.5,0.25,negative
187,0.61,0.38,0.57,0.36,0.5,0.0,0.44,0.21,negative
188,0.35,0.41,0.53,0.27,0.5,0.0,0.47,0.29,negative
189,0.56,0.49,0.54,0.15,0.5,0.0,0.5,0.35,negative
190,0.57,0.49,0.61,0.26,0.5,0.0,0.52,0.22,negative
191,0.48,0.45,0.63,0.19,0.5,0.0,0.58,0.22,negative
192,0.38,0.44,0.55,0.44,0.5,0.0,0.47,0.51,negative
193,0.27,0.31,0.55,0.13,0.5,0.0,0.5,0.22,negative
194,0.44,0.5,0.55,0.24,0.5,0.0,0.48,0.22,negative
195,0.44,0.56,0.52,0.18,0.5,0.0,0.5,0.11,negative
196,0.36,0.56,0.52,0.18,0.5,0.0,0.45,0.16,negative
197,0.72,0.37,0.63,0.38,0.5,0.0,0.4,0.14,negative
198,0.44,0.36,0.64,0.45,0.5,0.0,0.53,0.11,negative
199,0.35,0.21,1.0,0.8,0.5,0.0,0.13,0.01,negative
200,0.35,0.39,0.56,0.2,0.5,0.0,0.49,0.41,negative
201,0.48,0.55,0.48,0.1,0.5,0.0,0.55,0.22,negative
202,0.66,0.6,0.52,0.19,0.5,0.0,0.69,0.22,negative
203,0.47,0.56,0.46,0.5,0.5,0.0,0.51,0.22,negative
204,0.32,0.44,0.54,0.21,0.5,0.0,0.4,0.19,negative
205,0.46,0.39,0.54,0.22,0.5,0.0,0.48,0.25,negative
206,0.46,0.54,0.59,0.41,0.5,0.0,0.53,0.21,negative
207,0.39,0.65,0.57,0.19,0.5,0.0,0.43,0.25,negative
208,0.53,0.57,0.6,0.36,0.5,0.0,0.5,0.22,negative
209,0.37,0.37,0.51,0.38,0.5,0.0,0.44,0.22,negative
210,0.57,0.5,0.4,0.08,0.5,0.0,0.47,0.22,negative
211,0.56,0.42,0.52,0.14,0.5,0.0,0.51,0.22,negative
212,0.46,0.49,0.55,0.18,0.5,0.0,0.56,0.22,negative
213,0.56,0.65,0.49,0.56,0.5,0.0,0.49,0.22,negative
214,0.56,0.49,0.32,0.22,0.5,0.0,0.5,0.22,negative
215,0.44,0.51,0.53,0.3,0.5,0.0,0.53,0.22,negative
216,0.51,0.51,0.32,0.27,0.5,0.0,0.54,0.22,negative
217,0.54,0.44,0.35,0.19,0.5,0.0,0.51,0.27,negative
218,0.65,0.66,0.37,0.12,0.5,0.0,0.52,0.27,negative
219,0.59,0.55,0.57,0.18,0.5,0.0,0.51,0.22,negative
220,0.48,0.51,0.5,0.24,0.5,0.0,0.54,0.38,negative
221,0.77,0.82,0.4,0.36,0.5,0.0,0.38,0.22,positive
222,0.4,0.49,0.53,0.23,0.5,0.0,0.44,0.26,negative
223,0.45,0.65,0.51,0.17,0.5,0.0,0.49,0.22,negative
224,0.32,0.6,0.48,0.13,0.5,0.0,0.53,0.22,negative
225,0.4,0.43,0.36,0.33,0.5,0.0,0.51,0.22,negative
226,0.57,0.51,0.34,0.13,0.5,0.0,0.53,0.27,negative
227,0.6,0.64,0.56,0.36,0.5,0.0,0.46,0.27,negative
228,0.33,0.47,0.55,0.24,0.5,0.0,0.45,0.67,negative
229,0.37,0.4,0.38,0.18,0.5,0.0,0.51,0.22,negative
230,0.51,0.5,0.54,0.11,0.5,0.0,0.6,0.22,negative
231,0.27,0.46,0.52,0.17,0.5,0.0,0.49,0.44,negative
232,0.52,0.45,0.45,0.13,0.5,0.0,0.48,0.22,negative
233,0.44,0.59,0.54,0.18,0.5,0.0,0.49,0.22,negative
234,0.59,0.49,0.45,0.22,0.5,0.0,0.45,0.31,negative
235,0.23,0.13,0.51,0.16,0.5,0.0,0.53,0.51,negative
236,0.62,0.33,0.49,0.24,0.5,0.0,0.51,0.42,negative
237,0.32,0.36,0.28,0.38,0.5,0.0,0.5,0.4,negative
238,0.66,0.65,0.53,0.17,0.5,0.0,0.47,0.66,negative
239,0.48,0.54,0.56,0.29,0.5,0.0,0.51,0.43,negative
240,0.58,0.43,0.32,0.11,0.5,0.0,0.49,0.22,negative
241,0.39,0.39,0.65,0.16,0.5,0.0,0.45,0.22,negative
242,0.23,0.29,0.46,0.0,0.5,0.0,0.43,0.31,negative
243,0.41,0.39,0.61,0.17,0.5,0.0,0.5,0.61,negative
244,0.63,0.64,0.49,0.2,0.5,0.0,0.52,0.25,negative
245,0.44,0.65,0.49,0.16,0.5,0.0,0.48,0.31,negative
246,0.5,0.45,0.52,0.18,0.5,0.0,0.52,0.22,negative
247,0.58,0.51,0.63,0.2,0.5,0.0,0.5,0.42,negative
248,0.31,0.31,0.57,0.15,0.5,0.0,0.5,0.22,negative
249,0.38,0.42,0.5,0.19,0.5,0.0,0.44,0.22,negative
250,0.47,0.56,0.58,0.19,0.5,0.0,0.44,0.64,negative
251,0.41,0.46,0.57,0.25,0.5,0.0,0.57,0.38,negative
252,0.44,0.55,0.51,0.16,0.5,0.0,0.6,0.22,negative
253,0.79,0.79,0.42,0.26,0.5,0.0,0.6,0.22,positive
254,0.53,0.51,0.54,0.21,0.5,0.0,0.45,0.22,negative
255,0.53,0.45,0.52,0.29,0.5,0.0,0.55,0.38,negative
256,0.33,0.46,0.53,0.12,0.5,0.0,0.5,0.27,negative
257,0.48,0.44,0.51,0.24,0.5,0.0,0.49,0.22,negative
258,0.59,0.64,0.44,0.26,0.5,0.0,0.5,0.22,negative
259,0.59,0.46,0.57,0.17,0.5,0.0,0.52,0.22,negative
260,0.59,0.46,0.55,0.17,0.5,0.0,0.52,0.25,negative
261,0.66,0.54,0.53,0.17,0.5,0.0,0.54,0.22,negative
262,0.5,0.46,0.49,0.27,0.5,0.0,0.6,0.22,negative
263,0.46,0.47,0.62,0.3,0.5,0.0,0.38,0.22,negative
264,0.27,0.43,0.5,0.13,0.5,0.0,0.54,0.31,negative
265,0.4,0.28,0.58,0.44,0.5,0.0,0.41,0.22,negative
266,0.54,0.35,0.55,0.19,0.5,0.0,0.3,0.22,negative
267,0.5,0.47,0.45,0.14,0.5,0.0,0.53,0.32,negative
268,0.55,0.44,0.5,0.09,0.5,0.0,0.55,0.22,negative
269,0.51,0.49,0.48,0.55,0.5,0.0,0.52,0.58,negative
270,0.68,0.68,0.35,0.16,0.5,0.0,0.62,0.22,negative
271,0.64,0.61,0.56,0.15,0.5,0.0,0.54,0.22,negative
272,0.65,0.58,0.53,0.21,0.5,0.0,0.51,0.22,negative
273,0.4,0.36,0.32,0.16,0.5,0.0,0.51,0.27,negative
274,0.41,0.48,0.51,0.2,0.5,0.0,0.51,0.22,negative
275,0.25,0.4,0.54,0.16,0.5,0.0,0.43,0.22,negative
276,0.46,0.52,0.51,0.13,0.5,0.0,0.47,0.22,negative
277,0.64,0.56,0.52,0.17,0.5,0.0,0.54,0.47,negative
278,0.49,0.53,0.36,0.15,0.5,0.0,0.52,0.27,negative
279,0.26,0.3,0.37,0.15,0.5,0.0,0.53,0.25,negative
280,0.25,0.41,0.47,0.14,0.5,0.0,0.56,0.68,negative
281,0.43,0.6,0.4,0.12,0.5,0.0,0.49,0.29,negative
282,0.56,0.71,0.47,0.21,0.5,0.0,0.52,0.22,negative
283,0.77,0.7,0.37,0.12,0.5,0.0,0.49,0.26,positive
284,0.67,0.61,0.39,0.24,0.5,0.0,0.51,0.22,negative
285,0.64,0.44,0.56,0.15,0.5,0.0,0.56,0.22,negative
286,0.29,0.26,0.43,0.17,0.5,0.0,0.55,0.3,negative
287,0.51,0.46,0.41,0.36,0.5,0.0,0.49,0.22,negative
288,0.38,0.44,0.57,0.14,0.5,0.0,0.53,0.52,negative
289,0.72,0.73,0.41,0.28,0.5,0.0,0.44,0.22,positive
290,0.85,0.85,0.3,0.31,0.5,0.0,0.55,0.42,positive
291,0.36,0.48,0.61,0.26,0.5,0.0,0.5,0.16,negative
292,0.38,0.4,0.39,0.19,0.5,0.0,0.46,0.62,negative
293,0.46,0.62,0.46,0.54,0.5,0.0,0.51,0.27,negative
294,0.38,0.32,0.64,0.41,0.5,0.0,0.44,0.11,negative
295,0.81,0.62,0.43,0.17,0.5,0.0,0.53,0.22,negative
